,TransactionID,Date,Region,Store,ProductCategory,Product,Quantity,UnitPrice,TotalAmount,Year
311,312,2024-09-28,Norte,Tienda B,Snacks,Papas Fritas,10,46.4,464.0,2024
312,313,2024-11-07,Norte,Tienda C,Verduras,Tomate,10,38.68,386.8,2024
313,314,2023-07-14,Sur,Tienda C,Carnes,Cerdo,5,49.02,245.1,2023
314,315,2024-03-05,Norte,Tienda A,Frutas,Uva,2,17.11,34.22,2024
315,316,2024-11-12,Oeste,Tienda B,Frutas,Banano,11,29.4,323.4,2024
316,317,2023-05-22,Oeste,Tienda B,Carnes,Pescado,11,4.72,51.92,2023
317,318,2023-12-11,Norte,Tienda C,Carnes,Res,16,8.44,135.04,2023
318,319,2023-07-31,Sur,Tienda D,Verduras,Tomate,16,32.4,518.4,2023
319,320,2023-03-11,Oeste,Tienda B,Bebidas,Coca-Cola,8,35.13,281.04,2023
320,321,2024-08-29,Oeste,Tienda B,Verduras,Papa,3,43.84,131.52,2024
321,322,2024-04-09,Norte,Tienda B,Carnes,Res,18,30.49,548.82,2024
322,323,2023-01-08,Norte,Tienda D,Bebidas,Jugo de Naranja,19,3.0,57.0,2023
323,324,2023-12-22,Este,Tienda C,Verduras,Tomate,5,17.91,89.55,2023
324,325,2023-12-01,Oeste,Tienda C,Frutas,Banano,10,9.67,96.7,2023
325,326,2023-04-27,Sur,Tienda B,Carnes,Pescado,6,6.91,41.46,2023
326,327,2024-07-15,Sur,Tienda C,Lácteos,Mantequilla,9,18.44,165.96,2024
327,328,2023-02-13,Sur,Tienda B,Snacks,Chocolatina,14,18.85,263.9,2023
328,329,2023-08-25,Norte,Tienda D,Carnes,Pescado,14,17.17,240.38,2023
329,330,2024-10-03,Sur,Tienda B,Carnes,Pollo,9,5.52,49.68,2024
330,331,2024-05-26,Este,Tienda C,Frutas,Banano,15,31.77,476.55,2024
331,332,2023-02-18,Norte,Tienda C,Snacks,Papas Fritas,15,26.07,391.05,2023
332,333,2024-08-02,Oeste,Tienda D,Snacks,Nachos,11,46.12,507.32,2024
333,334,2024-04-03,Norte,Tienda D,Lácteos,Mantequilla,17,14.57,247.69,2024
334,335,2024-07-26,Oeste,Tienda D,Lácteos,Leche,1,5.14,5.14,2024
335,336,2023-01-15,Oeste,Tienda B,Frutas,Manzana,3,10.04,30.12,2023
336,337,2024-04-03,Este,Tienda D,Snacks,Papas Fritas,15,27.29,409.35,2024
337,338,2023-02-10,Norte,Tienda D,Snacks,Nachos,14,31.29,438.06,2023
338,339,2023-02-05,Sur,Tienda C,Bebidas,Coca-Cola,14,23.66,331.24,2023
339,340,2024-07-06,Oeste,Tienda D,Carnes,Cerdo,13,4.05,52.65,2024
340,341,2024-12-12,Este,Tienda A,Lácteos,Leche,19,35.95,683.05,2024
341,342,2023-02-09,Sur,Tienda A,Carnes,Pollo,15,42.38,635.7,2023
342,343,2023-04-12,Sur,Tienda C,Frutas,Banano,11,27.07,297.77,2023
343,344,2023-02-04,Oeste,Tienda B,Snacks,Nachos,13,43.49,565.37,2023
344,345,2024-10-10,Norte,Tienda C,Bebidas,Agua,6,27.1,162.6,2024
345,346,2023-11-27,Este,Tienda B,Bebidas,Pepsi,15,6.14,92.1,2023
346,347,2023-02-16,Este,Tienda C,Lácteos,Queso,5,9.93,49.65,2023
347,348,2023-06-20,Norte,Tienda D,Snacks,Nachos,7,16.78,117.46,2023
348,349,2023-06-11,Oeste,Tienda C,Verduras,Papa,7,5.37,37.59,2023
349,350,2024-05-03,Oeste,Tienda A,Lácteos,Mantequilla,12,12.43,149.16,2024
350,351,2023-11-15,Sur,Tienda B,Lácteos,Yogurt,13,30.09,391.17,2023
351,352,2024-12-13,Este,Tienda A,Lácteos,Queso,4,18.4,73.6,2024
352,353,2024-03-11,Oeste,Tienda D,Frutas,Manzana,9,25.42,228.78,2024
353,354,2023-12-16,Sur,Tienda A,Frutas,Mango,15,29.63,444.45,2023
354,355,2023-11-06,Oeste,Tienda D,Snacks,Galletas,2,28.33,56.66,2023
355,356,2023-03-29,Norte,Tienda D,Carnes,Pollo,8,22.15,177.2,2023
356,357,2023-04-24,Oeste,Tienda B,Verduras,Cebolla,19,19.56,371.64,2023
357,358,2024-04-16,Sur,Tienda C,Lácteos,Mantequilla,5,18.79,93.95,2024
358,359,2023-12-11,Este,Tienda D,Lácteos,Queso,2,12.97,25.94,2023
359,360,2023-07-26,Oeste,Tienda A,Verduras,Tomate,13,17.19,223.47,2023
360,361,2023-09-18,Sur,Tienda C,Snacks,Papas Fritas,1,1.37,1.37,2023
361,362,2023-06-09,Este,Tienda D,Lácteos,Queso,6,18.9,113.4,2023
362,363,2024-08-02,Este,Tienda C,Carnes,Res,16,8.87,141.92,2024
363,364,2024-08-25,Oeste,Tienda C,Frutas,Manzana,11,5.31,58.41,2024
364,365,2023-02-27,Sur,Tienda B,Bebidas,Coca-Cola,9,4.93,44.37,2023
365,366,2024-08-18,Este,Tienda D,Snacks,Galletas,19,1.89,35.91,2024
366,367,2024-06-25,Oeste,Tienda D,Bebidas,Jugo de Naranja,5,49.14,245.7,2024
367,368,2023-08-18,Sur,Tienda C,Frutas,Mango,6,20.49,122.94,2023
368,369,2024-03-07,Oeste,Tienda C,Frutas,Uva,11,43.41,477.51,2024
369,370,2023-09-13,Este,Tienda A,Carnes,Pollo,6,48.78,292.68,2023
370,371,2023-09-10,Este,Tienda B,Lácteos,Mantequilla,6,33.76,202.56,2023
371,372,2024-06-13,Oeste,Tienda A,Lácteos,Queso,2,28.28,56.56,2024
372,373,2023-01-20,Oeste,Tienda D,Carnes,Res,8,24.35,194.8,2023
373,374,2023-12-06,Este,Tienda B,Lácteos,Yogurt,13,38.71,503.23,2023
374,375,2023-10-29,Oeste,Tienda B,Snacks,Papas Fritas,6,48.43,290.58,2023
375,376,2024-11-14,Norte,Tienda D,Bebidas,Jugo de Naranja,4,21.85,87.4,2024
376,377,2024-06-14,Norte,Tienda A,Verduras,Papa,1,37.08,37.08,2024
377,378,2024-11-08,Oeste,Tienda B,Carnes,Pollo,12,6.63,79.56,2024
378,379,2024-06-04,Sur,Tienda B,Carnes,Cerdo,14,15.14,211.96,2024
379,380,2024-11-25,Oeste,Tienda B,Lácteos,Leche,5,25.8,129.0,2024
380,381,2023-10-02,Norte,Tienda B,Verduras,Tomate,4,16.71,66.84,2023
381,382,2024-11-18,Norte,Tienda A,Frutas,Banano,3,3.54,10.62,2024
382,383,2023-07-15,Oeste,Tienda C,Snacks,Nachos,18,23.26,418.68,2023
383,384,2023-06-22,Sur,Tienda C,Snacks,Chocolatina,5,4.11,20.55,2023
384,385,2024-11-10,Oeste,Tienda C,Carnes,Pollo,12,10.88,130.56,2024
385,386,2023-07-22,Oeste,Tienda C,Carnes,Cerdo,8,40.68,325.44,2023
386,387,2024-03-28,Este,Tienda A,Frutas,Mango,1,7.8,7.8,2024
387,388,2023-02-14,Oeste,Tienda D,Verduras,Zanahoria,9,38.25,344.25,2023
388,389,2023-04-27,Oeste,Tienda C,Bebidas,Coca-Cola,11,24.19,266.09,2023
389,390,2023-08-28,Este,Tienda C,Carnes,Pollo,6,21.18,127.08,2023
390,391,2024-08-30,Norte,Tienda C,Frutas,Mango,17,42.69,725.73,2024
391,392,2024-05-31,Sur,Tienda A,Snacks,Galletas,12,21.02,252.24,2024
392,393,2023-04-25,Norte,Tienda B,Carnes,Cerdo,11,46.98,516.78,2023
393,394,2024-09-02,Este,Tienda A,Verduras,Cebolla,12,19.58,234.96,2024
394,395,2024-09-21,Norte,Tienda A,Carnes,Cerdo,1,37.31,37.31,2024
395,396,2023-01-19,Este,Tienda B,Bebidas,Pepsi,8,41.57,332.56,2023
396,397,2023-06-02,Oeste,Tienda D,Lácteos,Yogurt,5,10.88,54.4,2023
397,398,2024-03-15,Este,Tienda B,Lácteos,Queso,3,9.05,27.15,2024
398,399,2024-01-22,Este,Tienda C,Snacks,Papas Fritas,5,12.55,62.75,2024
399,400,2023-11-24,Sur,Tienda B,Verduras,Papa,14,26.63,372.82,2023
